Vertragsnummer,Vertragsbeginn,Vertragsende,Vertragsstatus
c49394f47357,2021-06-16,,aktiv
cde8f4600dd4,2024-10-11,,aktiv
f6a322aa7407,2022-08-24,,aktiv
664627d21837,2021-11-16,,aktiv
932eadf7305a,2024-05-15,2025-05-15,abgelaufen
8109a64e8d3e,2021-06-29,2022-06-29,gekündigt
9535805e050d,2022-08-17,2023-08-17,abgelaufen
4d4915226ff2,2022-03-09,2023-03-09,gekündigt
9c488a905e47,2022-10-11,2023-10-11,abgelaufen
3472643e2f14,2023-11-28,2024-11-27,abgelaufen
88e639811c9f,2022-06-25,2023-06-25,gekündigt
4b040347de5a,2024-01-02,,aktiv
1f34a0b1bae5,2023-03-11,2024-03-10,gekündigt
e8778da040f4,2023-05-21,2024-05-20,gekündigt
eedeb76890d3,2023-10-29,2024-10-28,gekündigt
e5d3934f49bb,2020-01-08,,aktiv
7b5735c538de,2022-04-03,2023-04-03,gekündigt
b5c9ef673a76,2024-09-10,,aktiv
45bdd65cb67c,2022-03-08,2023-03-08,abgelaufen
f13888c2e8d8,2023-06-21,,aktiv
96996fbf87f5,2024-12-11,2025-12-11,abgelaufen
524e3ebfaa8b,2023-04-15,2024-04-14,gekündigt
f96bb5fd8681,2024-04-26,2025-04-26,abgelaufen
1047fbc35ea0,2023-05-18,2024-05-17,gekündigt
8bf3b5bad0a9,2023-08-10,2024-08-09,gekündigt
f10ccf387de1,2023-10-09,2024-10-08,abgelaufen
f861de356819,2023-06-14,2024-06-13,gekündigt
458814b2bfcd,2024-07-16,,aktiv
8bf01bfee5a6,2021-12-10,,aktiv
e228709d1952,2024-12-23,2025-12-23,abgelaufen
535fca7dc3f0,2020-06-13,,aktiv
86de28c2f0b8,2021-07-14,,aktiv
ada6d24697ae,2021-06-09,,aktiv
e66b23f709d9,2024-03-24,2025-03-24,abgelaufen
85d7763292d5,2022-09-16,2023-09-16,abgelaufen
382397af3540,2020-02-22,2021-02-21,abgelaufen
83fc71ea3714,2024-06-16,,aktiv
a1015569c9a2,2021-09-10,,aktiv
3c9eb148c6b3,2020-07-06,2021-07-06,abgelaufen
39febb4bbdf0,2021-11-13,2022-11-13,abgelaufen
25e1272aa066,2022-01-26,2023-01-26,gekündigt
7a908780add5,2023-10-09,,aktiv
c3c792a21401,2023-10-01,,aktiv
10b7e2416174,2020-03-05,2021-03-05,abgelaufen
a92587aea4b1,2024-05-26,,aktiv
2109044ffa92,2020-12-20,,aktiv
08a415eec60c,2020-08-17,,aktiv
c541286afc34,2021-11-04,2022-11-04,abgelaufen
4999b2d2967d,2022-12-22,2023-12-22,gekündigt
2a9081d3b7e0,2022-12-18,2023-12-18,gekündigt
acd5db0cc27e,2023-07-13,,aktiv
06c479ff01d9,2021-04-27,2022-04-27,abgelaufen
430284635ed8,2021-02-03,2022-02-03,gekündigt
f18f5e926735,2023-08-30,2024-08-29,gekündigt
ab1dcb216bdb,2020-12-28,,aktiv
206a0ac3b791,2020-07-29,,aktiv
e38229aa3f6f,2022-08-08,2023-08-08,abgelaufen
c626fd1d8e64,2024-08-27,2025-08-27,abgelaufen
c251cee8341b,2023-01-13,2024-01-13,gekündigt
2a1e2df0799b,2022-11-11,2023-11-11,gekündigt
320cf1dee419,2021-06-09,,aktiv
6118b25bb274,2022-08-30,2023-08-30,gekündigt
e6750181f2ca,2024-04-25,,aktiv
ad9bed0e7f38,2021-02-11,2022-02-11,abgelaufen
20b2f28e70c0,2022-07-14,,aktiv
21902b2b5918,2020-08-21,2021-08-21,gekündigt
2792aaf11527,2021-12-23,2022-12-23,gekündigt
bb41d06d3f56,2023-06-05,2024-06-04,abgelaufen
4429cc6f9b32,2021-05-31,,aktiv
0aae2ccdf1c9,2024-10-23,2025-10-23,gekündigt
a938cbb39f68,2022-11-23,2023-11-23,gekündigt
98610dffda70,2022-08-14,2023-08-14,gekündigt
4279771d6dd7,2022-07-16,,aktiv
737241850c45,2021-10-30,2022-10-30,abgelaufen
157babdee3b5,2023-05-15,,aktiv
5e580637094a,2020-06-01,2021-06-01,gekündigt
547f073e6527,2021-08-13,2022-08-13,abgelaufen
d5f20fb26cbf,2023-02-13,2024-02-13,abgelaufen
390cc094ad20,2023-12-02,2024-12-01,gekündigt
991e0ac6af1b,2023-10-03,2024-10-02,abgelaufen
c479dd801198,2020-03-25,,aktiv
da12c10ed0c8,2020-12-20,2021-12-20,gekündigt
7fdaa07109f0,2023-10-04,2024-10-03,abgelaufen
b80d5e6d7503,2024-04-10,,aktiv
33ea95eb6ac0,2021-06-26,,aktiv
a37dea2ab956,2024-11-29,2025-11-29,gekündigt
e5f8ab9cf6cd,2023-03-23,2024-03-22,gekündigt
99b28747d477,2023-10-29,,aktiv
27c0a8bd1fa9,2024-12-27,2025-12-27,gekündigt
04747018a0ae,2020-04-12,2021-04-12,gekündigt
3118d6d45912,2022-02-23,2023-02-23,gekündigt
0ae5b321dcca,2023-05-18,2024-05-17,abgelaufen
615ac34c2ad7,2023-08-15,2024-08-14,abgelaufen
d7baf92fa9ca,2022-12-16,2023-12-16,gekündigt
6cab977740d0,2022-03-29,2023-03-29,abgelaufen
8fbac90d05a1,2024-01-06,,aktiv
979ceb8332de,2021-12-11,2022-12-11,abgelaufen
f57fa1cc2712,2023-11-25,2024-11-24,gekündigt
2fa115136fbd,2024-06-16,2025-06-16,gekündigt
00b626e08e5c,2023-05-08,,aktiv
17f00333a1d3,2020-02-02,2021-02-01,abgelaufen
aed77e580b94,2020-10-02,2021-10-02,abgelaufen
968850a3ffdb,2021-06-20,2022-06-20,gekündigt
f41f6b45eed6,2024-05-15,2025-05-15,abgelaufen
b292ee79fe85,2024-01-04,,aktiv
ba3b58a52ad2,2022-07-26,,aktiv
d8c244677b2e,2020-11-06,2021-11-06,gekündigt
e9b519208533,2021-03-16,2022-03-16,abgelaufen
f9f83f5ca4fa,2022-01-13,2023-01-13,abgelaufen
2cf3742311aa,2023-04-26,2024-04-25,gekündigt
f0e5193c5da2,2024-01-26,2025-01-25,abgelaufen
550d3a8cc2c2,2024-07-16,,aktiv
be8009276155,2023-10-04,2024-10-03,abgelaufen
81817c9b22f0,2023-06-07,2024-06-06,abgelaufen
ad2bf3e76745,2023-07-14,2024-07-13,gekündigt
a2a1c2620936,2021-09-03,,aktiv
ddf7ae8f5c7b,2020-03-24,2021-03-24,gekündigt
7b5c2dbaabc7,2021-10-04,2022-10-04,abgelaufen
91b5fcbcbb3e,2023-05-23,,aktiv
7960ef29285f,2024-01-03,2025-01-02,gekündigt
9e477edfe7ee,2024-02-26,,aktiv
fc48ad81f1b9,2021-07-01,2022-07-01,gekündigt
9916a9cea1a5,2024-05-05,2025-05-05,abgelaufen
e630fdc9c473,2022-05-30,2023-05-30,gekündigt
a67504eda5c8,2024-12-09,2025-12-09,abgelaufen
1b7623a025b8,2020-03-01,2021-03-01,gekündigt
d5a552a39f30,2023-12-24,,aktiv
96f918db76f4,2020-06-10,2021-06-10,abgelaufen
48a3084d88de,2024-04-14,2025-04-14,abgelaufen
b60bc3806fa4,2020-12-10,2021-12-10,abgelaufen
0df2e99618a8,2022-12-22,,aktiv
2b887b5ab46b,2021-01-27,2022-01-27,abgelaufen
b7864a13be9a,2024-08-12,2025-08-12,gekündigt
ba3fa1e3b31f,2023-08-03,2024-08-02,abgelaufen
d36748e70780,2023-08-02,2024-08-01,gekündigt
d341ebce2843,2024-06-21,,aktiv
758d0ce1ddee,2021-11-30,,aktiv
6064c2bc3b4b,2020-02-08,2021-02-07,abgelaufen
7aeb49229e19,2022-08-04,2023-08-04,gekündigt
3a74e0e9e469,2022-08-10,2023-08-10,abgelaufen
8543bf652b6a,2020-09-12,2021-09-12,abgelaufen
5b2df3fdec18,2024-05-05,,aktiv
5134c32aa1b2,2023-07-19,2024-07-18,abgelaufen
940f2a5b1baa,2020-12-29,2021-12-29,abgelaufen
add300925359,2022-10-14,2023-10-14,gekündigt
f0d1c8e1e293,2023-04-11,2024-04-10,gekündigt
90db3512886c,2020-08-18,2021-08-18,gekündigt
1ac87847a2d6,2020-06-27,2021-06-27,abgelaufen
a33a98f56c17,2020-06-14,2021-06-14,abgelaufen
6462622f8a00,2023-07-17,,aktiv
3881a1f87ca3,2020-07-28,2021-07-28,gekündigt
726138a7b8f6,2022-09-08,2023-09-08,abgelaufen
4a6a9bfcbf7e,2024-07-08,2025-07-08,abgelaufen
254d9ec23cdb,2022-02-06,,aktiv
0890b3668c0d,2023-06-22,2024-06-21,abgelaufen
746c83a78095,2023-08-17,2024-08-16,gekündigt
58567a974fb5,2020-11-27,2021-11-27,abgelaufen
b0ef912ee22b,2022-02-06,,aktiv
45d77f885080,2022-07-19,,aktiv
bbf00f967421,2021-09-12,,aktiv
99aaef355d06,2020-04-20,,aktiv
3a6c24e430f0,2024-11-22,,aktiv
2de6b00c759a,2023-04-07,2024-04-06,abgelaufen
c29e65a9071b,2021-06-14,2022-06-14,gekündigt
117925bf8d17,2024-12-03,2025-12-03,gekündigt
dbda7e4b50d8,2023-06-20,2024-06-19,abgelaufen
14ba0654e37d,2024-12-08,2025-12-08,abgelaufen
9e3d55f54413,2023-10-15,2024-10-14,abgelaufen
45db30637131,2024-01-18,2025-01-17,abgelaufen
72afb91e26fd,2022-07-17,,aktiv
e101738bb644,2023-12-10,2024-12-09,abgelaufen
28cb3f4491e2,2020-12-13,2021-12-13,abgelaufen
976961051e4f,2020-12-27,2021-12-27,gekündigt
e73a24d2be23,2022-09-25,,aktiv
63194e7fffd3,2022-04-27,2023-04-27,gekündigt
a319c34a3faa,2021-12-21,,aktiv
42cb404f7b20,2023-06-13,2024-06-12,gekündigt
6150fb1cdb2d,2024-02-05,2025-02-04,gekündigt
5dce6509404e,2023-02-09,2024-02-09,abgelaufen
67c1a3e93a76,2021-09-23,,aktiv
201e0c293545,2024-03-01,2025-03-01,abgelaufen
9e3a004b359c,2021-02-01,2022-02-01,gekündigt
9b8aeb5a83f1,2023-05-21,2024-05-20,abgelaufen
92c56c13ed29,2020-10-06,2021-10-06,abgelaufen
60cfab0faa9e,2021-02-12,2022-02-12,gekündigt
4663a3ddba92,2020-11-17,,aktiv
f811aa82a99a,2023-06-13,2024-06-12,gekündigt
786d030e3358,2024-07-19,2025-07-19,abgelaufen
3a86922e32cc,2022-01-18,2023-01-18,abgelaufen
2a1c385978c0,2020-04-14,,aktiv
edda295b2f2a,2023-08-17,2024-08-16,gekündigt
367ddc18483e,2020-02-07,2021-02-06,gekündigt
809bf435ab86,2022-05-11,,aktiv
460630e8d66c,2024-12-29,2025-12-29,gekündigt
cb71094161a3,2024-04-23,,aktiv
b4c2d14b40df,2021-03-13,2022-03-13,gekündigt
accc2b64796b,2023-03-01,2024-02-29,gekündigt
44128ce4a844,2021-03-18,2022-03-18,abgelaufen
c123f4214d73,2020-02-03,,aktiv
7c6d2d5552ca,2023-07-03,,aktiv
ffd190460ed6,2022-06-14,2023-06-14,gekündigt
192871efeac8,2022-05-03,2023-05-03,gekündigt
fa1ae7e487af,2024-04-13,2025-04-13,abgelaufen
1e4a21c9f7e4,2024-01-12,,aktiv
0fcc9cdd3f81,2024-02-25,2025-02-24,abgelaufen
5c7516d87254,2023-07-22,2024-07-21,abgelaufen
953d8fc62a66,2023-08-25,2024-08-24,gekündigt
95759b2a66bd,2021-04-15,2022-04-15,gekündigt
ca79bf18eab2,2024-08-01,2025-08-01,abgelaufen
5e7683b5b38f,2020-08-07,2021-08-07,gekündigt
b262b80047bf,2020-03-02,2021-03-02,gekündigt
835efc9b57dd,2021-11-28,2022-11-28,gekündigt
2901a1136a5d,2021-04-27,,aktiv
cd4f904c73d2,2022-03-21,2023-03-21,gekündigt
b98705d71809,2022-10-15,2023-10-15,abgelaufen
63183ffcf39f,2020-10-20,2021-10-20,gekündigt
ef8ccefc600d,2021-04-10,2022-04-10,abgelaufen
5389d2769756,2020-07-22,2021-07-22,gekündigt
6eeea0ef3e6e,2024-03-16,,aktiv
992b1aa4f1e3,2021-10-06,,aktiv
747d8e5eec54,2022-08-05,,aktiv
a588e0d3bff6,2023-05-02,,aktiv
9f9c75ab33bf,2024-06-03,2025-06-03,abgelaufen
755f52a53c09,2020-12-23,2021-12-23,gekündigt
ff70090795d1,2024-09-09,2025-09-09,abgelaufen
9d186ee66c33,2023-01-24,2024-01-24,abgelaufen
b8950d410328,2021-01-20,2022-01-20,abgelaufen
a4298fdad43b,2021-11-30,2022-11-30,gekündigt
6f3c209de1a1,2022-11-17,2023-11-17,gekündigt
d1476bcff709,2022-06-09,2023-06-09,abgelaufen
cf36da3d21c0,2020-09-28,,aktiv
f8903540786b,2020-04-20,2021-04-20,abgelaufen
6c52f260ba87,2023-12-29,2024-12-28,abgelaufen
fb4d2e839f00,2020-06-13,,aktiv
48c7688efa1c,2021-12-10,,aktiv
946dcdfa21cd,2022-05-31,2023-05-31,abgelaufen
ba5ea63db06f,2023-04-18,2024-04-17,gekündigt
e5a9bbdb6f05,2021-01-15,2022-01-15,abgelaufen
b4c5eedf653e,2020-11-16,2021-11-16,abgelaufen
97d22759ee3c,2022-09-15,,aktiv
a4c4e1cdaf44,2024-12-07,2025-12-07,abgelaufen
d4d333f39973,2022-03-05,,aktiv
37b64b5ce171,2020-07-12,,aktiv
e60bad9ff16b,2021-03-14,,aktiv
0612f327c529,2020-07-06,2021-07-06,gekündigt
214a5ed77f3e,2021-01-28,2022-01-28,gekündigt
7a136695dea9,2021-06-18,,aktiv
82d23a311e7d,2020-01-17,2021-01-16,gekündigt
99203f45c852,2024-09-26,,aktiv
5a2c8c1a70c0,2020-05-29,2021-05-29,abgelaufen
b432e567012a,2020-08-17,2021-08-17,abgelaufen
f2cad416b64e,2020-02-07,2021-02-06,abgelaufen
2bd098f095e1,2020-03-09,2021-03-09,abgelaufen
3b4f7dc71881,2020-07-05,2021-07-05,abgelaufen
c09699940426,2020-12-12,,aktiv
2b031098be1d,2022-07-14,2023-07-14,gekündigt
67185e08a29d,2022-05-29,,aktiv
efe0c9b3d7a3,2022-12-16,,aktiv
fd6423ec134a,2020-01-20,2021-01-19,abgelaufen
c739cb90f8cd,2021-11-20,2022-11-20,abgelaufen
6d1e0ded21a7,2024-11-22,2025-11-22,gekündigt
0305d613537a,2023-11-11,,aktiv
dd820f4d5233,2022-09-15,2023-09-15,abgelaufen
82811e70f784,2020-06-30,,aktiv
9c0683ee3b5d,2022-07-14,2023-07-14,gekündigt
09571186befb,2023-12-06,,aktiv
d5a299aaee73,2020-12-27,2021-12-27,gekündigt
342cb206bf53,2020-03-15,2021-03-15,abgelaufen
8b2cf412af45,2020-09-01,2021-09-01,gekündigt
f58c847787c8,2021-01-23,2022-01-23,abgelaufen
7831ccb87b48,2020-05-22,2021-05-22,gekündigt
ab862cff9829,2022-03-28,,aktiv
4273da98fc0d,2023-09-07,,aktiv
7a5618528ee9,2021-04-22,,aktiv
51dfee168bbb,2023-01-12,2024-01-12,gekündigt
0cb0231f793e,2020-03-21,,aktiv
cb0120323dcd,2022-07-22,2023-07-22,abgelaufen
03345cb9a56d,2024-09-04,,aktiv
43cf2a261a72,2021-01-12,2022-01-12,abgelaufen
561b7036b3fe,2022-10-27,2023-10-27,gekündigt
baeb4b32b0c9,2021-01-13,2022-01-13,gekündigt
421ed915d56b,2023-01-03,,aktiv
b33b009a08ec,2024-05-29,2025-05-29,abgelaufen
127a8b977cd5,2020-12-16,2021-12-16,abgelaufen
5f2f2fdb5731,2023-03-31,,aktiv
8c82d1056597,2023-08-06,2024-08-05,abgelaufen
aff1b7bab28e,2021-05-15,2022-05-15,gekündigt
fd010822071c,2021-08-19,2022-08-19,abgelaufen
d8595c63f4c1,2023-11-07,,aktiv
ac1995547a23,2023-03-03,,aktiv
9fbbab4f744c,2022-05-15,2023-05-15,abgelaufen
d063721b7072,2020-04-10,2021-04-10,abgelaufen
60720133b9b7,2020-03-17,2021-03-17,abgelaufen
589504cafe84,2021-02-05,2022-02-05,gekündigt
5a21e21a5960,2023-10-19,2024-10-18,abgelaufen
68e041206346,2023-02-12,,aktiv
eec68df0d8c8,2020-11-02,2021-11-02,abgelaufen
697b2ca93981,2024-11-29,2025-11-29,abgelaufen
d0bc2dc67bc6,2021-11-02,,aktiv
2b2bbd9dbe63,2024-04-20,2025-04-20,abgelaufen
0b3ede0058ff,2020-04-21,2021-04-21,abgelaufen
f5df46ec961e,2024-08-06,,aktiv
0f1ef1d9b7ba,2020-07-27,2021-07-27,gekündigt
06a55e237efe,2024-04-12,2025-04-12,gekündigt
ba882c13a9a4,2022-11-26,2023-11-26,abgelaufen
78edede87879,2022-08-13,,aktiv
d837af403970,2023-06-08,2024-06-07,abgelaufen
1b271adbb3d8,2020-01-23,,aktiv
ac655c51e5a0,2024-10-26,2025-10-26,abgelaufen
b618896e0b8e,2021-05-31,2022-05-31,gekündigt
7483772dad54,2022-10-12,2023-10-12,gekündigt
cfc31ed0d880,2024-12-26,,aktiv
c75758080731,2020-09-30,2021-09-30,gekündigt
fd93b95bd48c,2024-12-21,,aktiv
d7f6bf66b0f7,2024-06-21,2025-06-21,abgelaufen
8292faedc972,2024-04-22,2025-04-22,abgelaufen
706ae10bbb48,2022-02-01,2023-02-01,abgelaufen
dc48caaa571c,2021-11-25,2022-11-25,gekündigt
19277304bc05,2022-10-13,2023-10-13,gekündigt
d6e35ca3ed5d,2024-06-06,2025-06-06,abgelaufen
927fbb022027,2024-09-16,2025-09-16,gekündigt
64b234f9e657,2021-02-22,,aktiv
b3bee6fc6eef,2022-12-20,2023-12-20,gekündigt
9c23277cacbe,2023-05-09,,aktiv
ace1c972301c,2023-07-05,2024-07-04,abgelaufen
28397a2fb0ca,2022-07-06,2023-07-06,abgelaufen
ebb394292b09,2020-06-04,2021-06-04,abgelaufen
df305d8d4096,2021-06-09,,aktiv
3cf279831164,2023-11-21,,aktiv
584cf37a2df1,2020-02-16,2021-02-15,gekündigt
2a2a88f22d14,2023-01-21,2024-01-21,gekündigt
3b948b5fc7ea,2020-08-11,2021-08-11,gekündigt
4e46384b60f0,2022-04-08,,aktiv
31e8495e0acb,2022-03-22,2023-03-22,abgelaufen
9f17bd393985,2023-12-28,,aktiv
27972eeb99e1,2023-02-19,2024-02-19,gekündigt
b06f60943cc2,2024-02-10,2025-02-09,abgelaufen
30edc2bbdb7c,2023-02-06,,aktiv
1478bed86097,2022-03-01,,aktiv
80a16cb0a787,2020-05-23,2021-05-23,abgelaufen
292b34370257,2021-08-16,,aktiv
ede03f8ab443,2023-01-13,2024-01-13,gekündigt
0b11f060c592,2021-02-12,2022-02-12,gekündigt
1b4bd6105b24,2021-10-07,2022-10-07,abgelaufen
04bd01df8ae7,2022-02-27,2023-02-27,abgelaufen
c19df86bccfa,2021-07-31,2022-07-31,gekündigt
295b197ebf31,2020-11-27,,aktiv
a9f6ca9f65da,2024-06-08,2025-06-08,gekündigt
37dc18801697,2022-12-28,,aktiv
d0d063a4fd52,2024-12-30,2025-12-30,gekündigt
3e701de48125,2024-05-29,2025-05-29,abgelaufen
30676e69f1b9,2021-12-08,,aktiv
e03da7a3f9f0,2023-04-23,,aktiv
fdf0205b2a57,2024-05-22,2025-05-22,abgelaufen
5b917ca6299a,2024-08-25,,aktiv
0f8e18b7f567,2021-06-01,2022-06-01,abgelaufen
4de1ab84b6c1,2024-10-07,2025-10-07,gekündigt
23473b1fc5be,2024-08-15,2025-08-15,gekündigt
b159940837ab,2024-09-02,2025-09-02,gekündigt
2f5ba9e36a0d,2022-04-08,,aktiv
a33e2f79a1a3,2023-03-21,2024-03-20,abgelaufen
a1bed79c58d8,2020-06-20,,aktiv
a3f456eedc3e,2022-08-16,2023-08-16,abgelaufen
7fb5955f3f70,2021-06-15,2022-06-15,abgelaufen
3ae7f5c88314,2021-11-21,2022-11-21,gekündigt
52da4c25ee77,2021-09-28,2022-09-28,abgelaufen
3e2f97a3c393,2024-11-01,2025-11-01,abgelaufen
0cd51934783d,2020-10-05,2021-10-05,abgelaufen
1f0f6121241e,2021-03-15,2022-03-15,gekündigt
8a3d7b7ce327,2020-02-08,2021-02-07,abgelaufen
594b63c82b9a,2021-12-18,2022-12-18,gekündigt
fee332265d50,2022-06-08,2023-06-08,gekündigt
af71c9f73d51,2020-09-29,2021-09-29,abgelaufen
b22886091aed,2023-07-20,,aktiv
dcbba1be6a75,2020-05-02,2021-05-02,gekündigt
66cb6468d296,2022-04-23,2023-04-23,gekündigt
66b183c2e344,2022-09-13,2023-09-13,gekündigt
d272c2519f72,2022-12-22,2023-12-22,abgelaufen
0b6693a21b21,2022-08-07,2023-08-07,gekündigt
b01472214ea0,2020-12-05,2021-12-05,abgelaufen
9e70161ba7d3,2023-02-28,2024-02-28,gekündigt
f94c06e076be,2023-08-23,2024-08-22,abgelaufen
16357d2a9f91,2022-10-09,2023-10-09,abgelaufen
37df08bb2c83,2022-04-29,2023-04-29,abgelaufen
5a5fc4f8f2ea,2024-06-19,2025-06-19,gekündigt
81ca60a4d16b,2020-04-26,2021-04-26,gekündigt
e70f35bf9994,2021-05-23,2022-05-23,gekündigt
f94283ce74ce,2021-03-12,2022-03-12,gekündigt
4ea91d6a66cf,2021-07-30,,aktiv
37de8e3742bc,2021-05-20,2022-05-20,gekündigt
cd285180fa17,2024-07-28,2025-07-28,abgelaufen
90c62027589f,2021-12-17,,aktiv
9c20c31c8b34,2021-10-30,,aktiv
42d41b60476e,2023-11-21,2024-11-20,abgelaufen
9d876d3eccf9,2023-04-03,2024-04-02,abgelaufen
ee2656e08d76,2022-06-13,2023-06-13,abgelaufen
220446f84496,2023-11-15,2024-11-14,abgelaufen
8f8cb076e919,2020-01-31,,aktiv
3f07d17952d3,2024-08-27,2025-08-27,gekündigt
c4661dfcefac,2023-08-09,,aktiv
eb193fb435f9,2020-04-04,2021-04-04,abgelaufen
2a58e622546b,2023-07-19,2024-07-18,gekündigt
7f84b529ae6d,2020-11-05,,aktiv
afb448b6884a,2021-03-10,2022-03-10,abgelaufen
eb753a8c9aac,2020-11-01,,aktiv
60f2fea990ac,2023-08-06,,aktiv
21035e5645d4,2022-08-09,2023-08-09,gekündigt
00a596481ca7,2021-06-11,,aktiv
390b64f2c7b3,2022-08-02,2023-08-02,abgelaufen
7cf11a5f8e44,2021-04-04,2022-04-04,gekündigt
cb2f112553fb,2020-08-19,,aktiv
c64f1404f559,2023-06-21,2024-06-20,gekündigt
6dd23e41267d,2023-10-23,2024-10-22,abgelaufen
75d93fbfb361,2023-05-02,2024-05-01,abgelaufen
09e78654d528,2021-02-11,2022-02-11,abgelaufen
db8866d2dd03,2020-02-17,2021-02-16,abgelaufen
f93bed3e0c68,2021-06-27,2022-06-27,gekündigt
d928415dfa5c,2024-02-18,,aktiv
a75a9da21279,2021-11-10,2022-11-10,abgelaufen
01b9f0452855,2023-05-10,2024-05-09,abgelaufen
6d94fe9cc7f6,2023-04-01,2024-03-31,abgelaufen
412760e24078,2024-06-12,,aktiv
489a3b6d88ce,2021-05-25,,aktiv
76718e02fc72,2024-11-12,2025-11-12,gekündigt
cc1fce7ef421,2024-07-08,2025-07-08,gekündigt
f4d42e87c50f,2020-05-14,2021-05-14,gekündigt
5c07484d9bdc,2023-04-26,,aktiv
8c356449814d,2023-01-27,2024-01-27,gekündigt
b7fab534b959,2020-10-10,2021-10-10,gekündigt
ef3a2dbc13f0,2021-08-20,2022-08-20,abgelaufen
c7fe2d1da1dd,2022-10-14,2023-10-14,abgelaufen
cfbf8b1ef615,2023-10-13,2024-10-12,abgelaufen
bdda91f42f38,2022-08-23,2023-08-23,abgelaufen
9ab7f9e61327,2020-11-25,2021-11-25,gekündigt
7d656fa8eb51,2021-05-14,2022-05-14,gekündigt
4a6cc20d46a2,2024-12-25,,aktiv
63db6d6d3783,2023-05-22,,aktiv
2cfa8060c1d2,2020-02-01,,aktiv
b4de4e757174,2024-01-28,,aktiv
9f3d1133594e,2023-06-21,,aktiv
55457767f5ef,2020-05-25,2021-05-25,gekündigt
ae6e3de64b37,2022-03-17,2023-03-17,gekündigt
ccfffc095338,2021-02-16,,aktiv
ed2ad2188f78,2021-09-11,2022-09-11,abgelaufen
a985855626dc,2021-06-06,2022-06-06,gekündigt
274f14a7c1b4,2024-04-28,2025-04-28,gekündigt
29431bb3e568,2024-05-10,2025-05-10,gekündigt
963cb7044251,2022-01-22,2023-01-22,gekündigt
d2df11a6c2db,2024-07-17,2025-07-17,gekündigt
fae4e0c256e1,2021-10-03,2022-10-03,abgelaufen
545ba9bd6566,2021-03-08,2022-03-08,gekündigt
db05e7f3c77b,2024-04-02,,aktiv
85e627723a44,2023-03-21,2024-03-20,gekündigt
6f6672135dea,2023-04-16,,aktiv
70e4f9acfe18,2021-02-09,2022-02-09,abgelaufen
d6d74add92a2,2020-04-01,2021-04-01,abgelaufen
8ac2d205db8c,2022-03-11,2023-03-11,abgelaufen
6218914d24b7,2024-05-02,,aktiv
4e11f2be4771,2022-03-09,2023-03-09,gekündigt
b7309215dcb2,2020-11-24,2021-11-24,abgelaufen
b5154b98e14e,2021-02-09,2022-02-09,abgelaufen
5b06e8f80463,2021-11-04,,aktiv
b70b8cb78b42,2020-03-14,2021-03-14,gekündigt
05773ac98341,2020-07-28,2021-07-28,abgelaufen
1d7681e7bf07,2022-03-06,,aktiv
4d4c51256da5,2023-12-14,2024-12-13,gekündigt
4463a03cd0c7,2021-01-22,2022-01-22,abgelaufen
e416f5b47f04,2020-06-20,2021-06-20,gekündigt
c8808ec45001,2022-04-22,2023-04-22,gekündigt
8b405eb27913,2021-12-15,,aktiv
2be16b39c7da,2020-12-01,2021-12-01,gekündigt
a76ecce62edb,2020-08-13,2021-08-13,gekündigt
8b6baffdaa78,2022-05-22,2023-05-22,abgelaufen
c71a52ef3abd,2021-02-05,,aktiv
c5034a53b4fd,2021-02-03,2022-02-03,gekündigt
d9237068a7cd,2021-02-13,,aktiv
96e30abb7b0a,2021-06-06,2022-06-06,gekündigt
b5abc30e8efc,2022-06-20,2023-06-20,abgelaufen
6a3a5c052bf9,2023-02-07,,aktiv
ba633a6ed848,2024-02-16,,aktiv
c7e517e0ac5a,2022-11-09,2023-11-09,gekündigt
a21e2f6c9c98,2024-02-22,,aktiv
0f1487b4382f,2022-09-10,2023-09-10,gekündigt
5f6cb5a86bbc,2021-10-13,2022-10-13,abgelaufen
f8b132309147,2023-06-15,2024-06-14,abgelaufen
1dd287dae403,2023-09-26,2024-09-25,abgelaufen
21d48a263697,2020-08-25,2021-08-25,gekündigt
d179d3a00616,2021-04-22,2022-04-22,abgelaufen
97b35decbfd3,2023-05-29,2024-05-28,gekündigt
72f1d78b6a79,2023-05-10,,aktiv
b1a968febc4b,2021-11-14,,aktiv
ed10f04fd050,2021-11-08,,aktiv
036e85cbe00b,2020-04-26,2021-04-26,abgelaufen
307a1a4c8dba,2022-10-25,2023-10-25,gekündigt
e274238470fe,2024-12-06,2025-12-06,gekündigt
0c16dfb3333b,2020-02-04,2021-02-03,abgelaufen
ed37daa5cb3e,2021-08-01,2022-08-01,abgelaufen
45ce3f944598,2023-04-17,2024-04-16,abgelaufen
239151dc66fd,2021-11-15,2022-11-15,abgelaufen
7c207278e95f,2021-08-16,,aktiv
d007a39bc4f0,2024-11-04,,aktiv
270d93cc5527,2020-11-14,2021-11-14,gekündigt
7151647f68e4,2022-04-10,2023-04-10,gekündigt
594dc7d35fae,2024-01-13,,aktiv
36843100fe03,2020-05-27,2021-05-27,gekündigt
2cd1feeaf99d,2023-12-03,,aktiv
de43fc53a681,2020-07-08,2021-07-08,abgelaufen
a752858e760a,2020-02-21,2021-02-20,gekündigt
30e168457dc4,2023-09-27,,aktiv
52c0cfafde2d,2021-12-28,2022-12-28,gekündigt
04e33c4f4331,2022-05-20,2023-05-20,abgelaufen
